field_id,date,crop_type,growth_stage,stress_level,area_ha,red_mean,red_std,nir_mean,nir_std,swir1_mean,swir1_std,vv_mean,vv_std,vh_mean,vh_std,ndvi_mean,ndvi_std,ndwi_mean,ndwi_std,msi_mean,msi_std,sar_ratio_mean,sar_ratio_std
1,2026-05-01,Rice,Vegetative,No Stress,113.59842048001883,0.023890405893325806,0.012225836515426636,0.07867322117090225,0.010934250429272652,0.03593440353870392,0.024018647149205208,-12.012608528137207,0.23087479174137115,-20.006929397583008,0.22631093859672546,0.5443317890167236,0.050150517374277115,0.3924188017845154,0.06839022785425186,0.44216346740722656,0.11945541948080063,7.994321346282959,0.28888818621635437
2,2026-05-01,Wheat,Flowering,Mild Stress,113.59842048001883,0.0129938293248415,0.00039763160748407245,0.0870118960738182,0.002591803902760148,0.07411236315965652,0.002213017549365759,-9.002558708190918,0.20045828819274902,-13.50261402130127,0.19976161420345306,0.7399883270263672,0.009755195118486881,0.08002490550279617,0.020995911210775375,0.8525100350379944,0.036068759858608246,4.500056743621826,0.2821670174598694
3,2026-05-01,Cotton,Sowing,Severe Stress,113.59842048001883,0.048393670469522476,0.007817678153514862,0.05382486805319786,0.011765386909246445,0.0663372129201889,0.01912686973810196,-16.45665168762207,0.448192298412323,-25.440799713134766,0.5419760346412659,0.05106905475258827,0.025176187977194786,-0.1011875718832016,0.025557667016983032,1.2271226644515991,0.06982529163360596,8.984148025512695,0.3082062900066376
4,2026-05-01,Maize,Maturity,No Stress,113.59842048001883,0.03126591816544533,0.011129693128168583,0.07122455537319183,0.01127532497048378,0.05976329371333122,0.02183051034808159,-10.53054141998291,0.33585163950920105,-16.556257247924805,0.5424777269363403,0.3962053954601288,0.036426518112421036,0.09586411714553833,0.040796585381031036,0.8283833861351013,0.09100902825593948,6.025715351104736,0.3712591528892517
5,2026-05-01,Sugarcane,Vegetative,Mild Stress,113.59842048001883,0.029021255671977997,0.0008668863447383046,0.071010060608387,0.002110761357471347,0.05140651762485504,0.0015287847490981221,-11.000871658325195,0.19925473630428314,-16.49904441833496,0.19894620776176453,0.4196053445339203,0.017330484464764595,0.16006791591644287,0.020628130063414574,0.724582314491272,0.030677728354930878,5.498171329498291,0.28361156582832336
6,2026-05-01,Rice,Flowering,No Stress,113.59842048001883,0.012356412597000599,0.011914215981960297,0.08983627706766129,0.008112343959510326,0.05036517232656479,0.02153957076370716,-9.054162979125977,0.49824175238609314,-15.078888893127441,0.7116579413414001,0.7715926766395569,0.07339856028556824,0.2932697534561157,0.0616408996284008,0.5521509051322937,0.1206473559141159,6.024726867675781,0.3757345676422119
1,2026-05-15,Rice,Vegetative,No Stress,113.59842048001883,0.023896243423223495,0.012136470526456833,0.07866424322128296,0.01077210996299982,0.03602350503206253,0.024644941091537476,-12.012062072753906,0.23542165756225586,-20.01043701171875,0.22795087099075317,0.5441076755523682,0.05032845586538315,0.39207714796066284,0.07008525729179382,0.4429524838924408,0.1253812313079834,7.998374938964844,0.2932218015193939
2,2026-05-15,Wheat,Flowering,Mild Stress,113.59842048001883,0.013007491827011108,0.0003892315726261586,0.08704317361116409,0.0026100287213921547,0.07412652671337128,0.002214358653873205,-8.998446464538574,0.1976698487997055,-13.496611595153809,0.20059113204479218,0.7398263216018677,0.009745708666741848,0.08010591566562653,0.0210293959826231,0.8523728847503662,0.036103978753089905,4.498164653778076,0.28141283988952637
3,2026-05-15,Cotton,Sowing,Severe Stress,113.59842048001883,0.04832727089524269,0.007537547964602709,0.05380883812904358,0.011881153099238873,0.06637055426836014,0.0195304062217474,-16.455434799194336,0.4420296549797058,-25.446996688842773,0.5386572480201721,0.05130493640899658,0.025863375514745712,-0.1014498695731163,0.025444144383072853,1.2277239561080933,0.06814363598823547,8.991560935974121,0.30761662125587463
4,2026-05-15,Maize,Maturity,No Stress,113.59842048001883,0.031263284385204315,0.011125311255455017,0.07124368101358414,0.011218709871172905,0.059758637100458145,0.021945811808109283,-10.528830528259277,0.3423759937286377,-16.557981491088867,0.5415841937065125,0.3963698744773865,0.03673766925930977,0.09614020586013794,0.04114644601941109,0.8279948830604553,0.0924365222454071,6.029152870178223,0.37117257714271545
5,2026-05-15,Sugarcane,Vegetative,Mild Stress,113.59842048001883,0.028999462723731995,0.0008770919521339238,0.07099790871143341,0.002135038375854492,0.05143159255385399,0.0015426400350406766,-10.999519348144531,0.2010001391172409,-16.499956130981445,0.20212002098560333,0.4198400676250458,0.0175797026604414,0.15974563360214233,0.020724443718791008,0.7250676155090332,0.030873019248247147,5.500436782836914,0.2850402593612671
